	QiY201	QiY202	QiY203	QiY204	QiY205	QiY206	QiY207	Description
EC:4.1.1.17	13854	5969	12693	21502	28697	19958	5380	Ornithine decarboxylase
EC:4.1.1.18	904	956	1413	2060	2497	520	2912	Lysine decarboxylase
EC:4.1.1.19	40588	13899	18163	21343	59464	10872	23337	Arginine decarboxylase
EC:4.1.1.2	627	458	397	395	433	1078	233	Oxalate decarboxylase
EC:4.1.1.20	60253	27337	35930	49816	64207	40065	38695	Diaminopimelate decarboxylase
EC:4.1.1.21	11	5	0	5	4	23	0	Phosphoribosylaminoimidazole carboxylase
EC:4.1.1.22	111	900	317	448	58	287	70	Histidine decarboxylase
EC:4.1.1.23	53616	23723	29088	39199	51264	30101	30295	Orotidine-5'-phosphate decarboxylase
EC:4.1.1.25	18	0	27	27	826	16	1025	Tyrosine decarboxylase
EC:4.1.1.28	766	1503	1360	1832	1710	984	828	Aromatic-L-amino-acid decarboxylase
EC:4.1.1.3	10451	5508	3763	7478	32939	3981	9602	Oxaloacetate decarboxylase
EC:4.1.1.31	40196	15727	21502	27620	35162	21840	18065	Phosphoenolpyruvate carboxylase
EC:4.1.1.32	28315	7225	6484	6963	14901	7451	12893	Phosphoenolpyruvate carboxykinase (GTP)
EC:4.1.1.33	1140	1436	2549	1727	1260	731	812	Diphosphomevalonate decarboxylase
EC:4.1.1.35	3055	3149	3739	4646	5523	6058	1982	UDP-glucuronate decarboxylase
EC:4.1.1.36	57721	24139	29711	40978	49608	30740	30280	Phosphopantothenoylcysteine decarboxylase
EC:4.1.1.37	50847	21751	27648	39338	44379	28849	29267	Uroporphyrinogen decarboxylase
EC:4.1.1.39	2733	3364	4564	3558	12144	4576	11379	Ribulose-bisphosphate carboxylase
EC:4.1.1.4	436	513	1221	2076	944	1247	346	Acetoacetate decarboxylase
EC:4.1.1.41	124	91	227	501	67	45	125	Methylmalonyl-CoA decarboxylase
EC:4.1.1.44	66395	17742	20566	27979	45917	26065	9215	4-carboxymuconolactone decarboxylase
EC:4.1.1.45	5107	1431	2913	3322	3047	3768	1094	Aminocarboxymuconate-semialdehyde decarboxylase
EC:4.1.1.46	1578	149	253	1069	269	1606	87	o-pyrocatechuate decarboxylase
EC:4.1.1.47	26051	2498	2066	3553	3886	2230	1616	Tartronate-semialdehyde synthase
EC:4.1.1.48	51586	22335	28008	36944	47206	29599	28704	Indole-3-glycerol-phosphate synthase
EC:4.1.1.49	21174	12216	17323	26236	23479	19515	5912	Phosphoenolpyruvate carboxykinase (ATP)
EC:4.1.1.5	965	1737	1137	1908	1342	1485	1426	Acetolactate decarboxylase
EC:4.1.1.50	7700	4808	6923	8000	18614	5103	5636	Adenosylmethionine decarboxylase
EC:4.1.1.55	2228	136	359	1053	510	613	15	"4,5-dihydroxyphthalate decarboxylase"
EC:4.1.1.64	31	364	366	222	408	343	99	"2,2-dialkylglycine decarboxylase (pyruvate)"
EC:4.1.1.65	47293	17141	25812	33414	39466	26276	25186	Phosphatidylserine decarboxylase
EC:4.1.1.68	885	1008	1954	4314	20860	1517	1901	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"
EC:4.1.1.7	882	362	709	2427	583	2258	370	Benzoylformate decarboxylase
EC:4.1.1.70	192	117	91	50	0	29	63	Glutaconyl-CoA decarboxylase
EC:4.1.1.71	4	154	36	22	11	527	105	2-oxoglutarate decarboxylase
EC:4.1.1.73	29120	4292	7325	9752	10228	8434	6188	Tartrate decarboxylase
EC:4.1.1.74	109	165	811	1673	1482	449	152	Indolepyruvate decarboxylase
EC:4.1.1.75	102	63	3	169	352	0	73	5-guanidino-2-oxopentanoate decarboxylase
EC:4.1.1.76	0	0	0	0	9	13	0	Arylmalonate decarboxylase
EC:4.1.1.77	670	511	1089	2056	27621	2314	1062	2-oxo-3-hexenedioate decarboxylase
EC:4.1.1.79	40	159	95	22	2951	54	1182	Sulfopyruvate decarboxylase
EC:4.1.1.8	152	376	295	392	1596	335	617	Oxalyl-CoA decarboxylase
EC:4.1.1.81	2445	2767	1532	4038	5840	1258	2915	Threonine-phosphate decarboxylase
EC:4.1.1.82	97	171	135	71	3771	81	180	Phosphonopyruvate decarboxylase
EC:4.1.1.85	13	95	602	1524	131	58	268	3-dehydro-L-gulonate-6-phosphate decarboxylase
EC:4.1.1.86	1127	2817	1766	2065	1377	1172	666	Diaminobutyrate decarboxylase
EC:4.1.1.87	6122	3091	5248	6926	22459	3803	1488	Malonyl-S-ACP decarboxylase
EC:4.1.1.9	1048	1050	1921	1411	4523	2312	3481	Malonyl-CoA decarboxylase
EC:4.1.1.96	8276	3691	5094	8025	4954	8651	2458	Carboxynorspermidine decarboxylase
EC:4.1.1.97	28228	3262	2449	3465	2043	3718	831	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
EC:4.1.1.98	68094	19830	22579	29914	62135	16929	37172	4-hydroxy-3-polyprenylbenzoate decarboxylase
EC:4.1.2.13	59339	30808	36036	48282	60193	37088	36404	Fructose-bisphosphate aldolase
EC:4.1.2.14	51070	18008	24293	32188	39589	26778	7247	2-dehydro-3-deoxy-phosphogluconate aldolase
EC:4.1.2.17	4121	4686	4431	5130	8893	4301	10247	L-fuculose-phosphate aldolase
EC:4.1.2.19	151	1500	642	1132	127	293	124	Rhamnulose-1-phosphate aldolase
EC:4.1.2.20	216	364	402	902	522	415	609	2-dehydro-3-deoxyglucarate aldolase
EC:4.1.2.21	10456	3878	7762	11787	6866	12610	1674	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
EC:4.1.2.22	2627	5862	3897	5520	6596	4701	1956	Fructose-6-phosphate phosphoketolase
EC:4.1.2.25	55061	22170	28387	39382	41239	31223	22423	Dihydroneopterin aldolase
EC:4.1.2.29	39	37	19	63	89	88	24	5-dehydro-2-deoxyphosphogluconate aldolase
EC:4.1.2.4	17885	17970	15044	21310	15983	12499	5993	Deoxyribose-phosphate aldolase
EC:4.1.2.40	1185	2273	1192	3667	736	1432	894	Tagatose-bisphosphate aldolase
EC:4.1.2.41	2868	497	1126	2764	8885	2672	20	Vanillin synthase
EC:4.1.2.43	259	1305	388	483	4401	462	4968	3-hexulose-6-phosphate synthase
EC:4.1.2.44	257	556	498	676	2009	1192	1055	Benzoyl-CoA-dihydrodiol lyase
EC:4.1.2.45	20	17	19	12	35	33	0	Trans-o-hydroxybenzylidenepyruvate hydratase-aldolase
EC:4.1.2.5	26853	20797	25137	35350	26332	28327	8818	L-threonine aldolase
EC:4.1.2.50	49863	21966	26636	29942	45068	18393	25846	6-carboxytetrahydropterin synthase
EC:4.1.2.52	30361	7117	10123	13233	32225	14142	5351	4-hydroxy-2-oxoheptanedioate aldolase
EC:4.1.2.53	0	15	20	4	38	0	80	2-keto-3-deoxy-L-rhamnonate aldolase
EC:4.1.2.56	0	46	17	0	0	20	0	"2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase"
EC:4.1.2.57	0	4	268	745	41	1	54	Sulfofructosephosphate aldolase
EC:4.1.2.9	2627	5862	3897	5520	6596	4701	1956	Phosphoketolase
EC:4.1.3.1	40899	8359	15050	22430	27755	19248	14351	Isocitrate lyase
EC:4.1.3.16	41	298	334	268	824	69	351	4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.17	28506	2488	3272	6135	4011	5993	1559	4-hydroxy-4-methyl-2-oxoglutarate aldolase
EC:4.1.3.24	1097	2434	2134	1913	3375	3292	595	Malyl-CoA lyase
EC:4.1.3.25	1487	2923	2788	2621	5543	3995	1098	(S)-citramalyl-CoA lyase
EC:4.1.3.27	108203	44235	57566	75003	95164	57812	54759	Anthranilate synthase
EC:4.1.3.3	1736	2391	1071	1646	667	2061	780	N-acetylneuraminate lyase
EC:4.1.3.30	54039	5025	7614	8872	24703	6895	6649	Methylisocitrate lyase
EC:4.1.3.34	43863	16643	22673	32582	30042	32711	21121	Citryl-CoA lyase
EC:4.1.3.36	7338	7172	5421	7161	5896	3976	1824	"1,4-dihydroxy-2-naphthoyl-CoA synthase"
EC:4.1.3.38	39902	11268	17276	24355	32698	19570	19136	Aminodeoxychorismate lyase
EC:4.1.3.39	1784	2705	4127	3628	75087	4150	1382	4-hydroxy-2-oxovalerate aldolase
EC:4.1.3.4	41337	14328	20990	24679	37804	20667	19933	Hydroxymethylglutaryl-CoA lyase
EC:4.1.3.40	28403	3830	7488	7363	25435	4883	14051	Chorismate lyase
EC:4.1.3.41	212	161	205	241	482	178	11	3-hydroxy-D-aspartate aldolase
EC:4.1.3.42	51064	18000	24121	31718	39580	26774	7241	(4S)-4-hydroxy-2-oxoglutarate aldolase
EC:4.1.3.43	614	467	1311	1705	27977	639	555	4-hydroxy-2-oxohexanoate aldolase
EC:4.1.3.44	0	0	0	0	4897	16	2131	tRNA 4-demethylwyosine synthase (AdoMet-dependent)
EC:4.1.3.45	581	402	2053	689	1633	1997	178	3-hydroxybenzoate synthase
EC:4.1.3.46	7	15	15	0	13	0	5	(R)-citramalyl-CoA lyase
EC:4.1.99.1	1084	607	404	2694	883	376	393	Tryptophanase
EC:4.1.99.11	0	0	0	0	30	0	33	Benzylsuccinate synthase
EC:4.1.99.12	52795	24989	30864	41948	50311	30714	28420	"3,4-dihydroxy-2-butanone-4-phosphate synthase"
EC:4.1.99.14	5022	1227	1009	2672	775	954	1011	Spore photoproduct lyase
EC:4.1.99.16	5	133	71	0	79	0	168	Geosmin synthase
EC:4.1.99.17	40797	14733	20811	28328	42687	23409	29150	Phosphomethylpyrimidine synthase
EC:4.1.99.18	99455	39517	48573	70328	80489	53747	57724	Cyclic pyranopterin phosphate synthase
EC:4.1.99.19	4782	6051	4305	7457	1962	2252	1355	2-iminoacetate synthase
EC:4.1.99.2	0	0	161	458	0	0	8	Tyrosine phenol-lyase
EC:4.1.99.20	0	0	0	0	6	0	0	3-amino-4-hydroxybenzoate synthase
EC:4.1.99.3	50048	20825	29467	36135	50449	29816	22920	Deoxyribodipyrimidine photo-lyase
EC:4.1.99.5	55	807	827	265	1883	36	0	Aldehyde oxygenase (deformylating)
EC:4.2.1.1	93620	35262	49294	64727	74028	48565	39947	Carbonate dehydratase
EC:4.2.1.10	55686	24893	31386	43170	62352	34342	30953	3-dehydroquinate dehydratase
EC:4.2.1.100	0	0	3	0	32	0	11	"Cyclohexa-1,5-dienecarbonyl-CoA hydratase"
EC:4.2.1.101	2868	497	1126	2764	8885	2672	20	Trans-feruloyl-CoA hydratase
EC:4.2.1.103	2578	1854	2612	3994	1755	4744	485	Cyclohexyl-isocyanide hydratase
EC:4.2.1.104	26068	2608	4186	3590	9368	3154	1697	Cyanase
EC:4.2.1.106	0	0	0	0	0	0	17	Bile-acid 7-alpha-dehydratase
EC:4.2.1.107	5	45	39	31	40	87	12	hydratase
EC:4.2.1.108	2200	623	1322	1380	9511	2406	1007	Ectoine synthase
EC:4.2.1.109	1677	2050	3676	2470	14118	3077	403	Methylthioribulose 1-phosphate dehydratase
EC:4.2.1.11	53610	23814	28876	39255	49479	30236	30889	Phosphopyruvate hydratase
EC:4.2.1.113	2201	6203	3519	5535	5957	3550	1575	o-succinylbenzoate synthase
EC:4.2.1.114	62	100	92	72	664	88	1952	Methanogen homoaconitase
EC:4.2.1.115	248	282	228	733	3492	1243	1540	"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)"
EC:4.2.1.116	4	13	94	256	3199	49	7	3-hydroxypropionyl-CoA dehydratase
EC:4.2.1.118	865	527	809	364	394	540	411	3-dehydroshikimate dehydratase
EC:4.2.1.119	25	45	72	411	78	165	12	Enoyl-CoA hydratase 2
EC:4.2.1.12	38028	7380	14838	21904	32401	19287	5533	Phosphogluconate dehydratase
EC:4.2.1.120	377	121	4	0	3125	30	1081	4-hydroxybutanoyl-CoA dehydratase
EC:4.2.1.126	18346	9533	11573	16328	7125	9122	1512	N-acetylmuramic acid 6-phosphate etherase
EC:4.2.1.129	579	1425	1438	977	4323	1156	589	Squalene--hopanol cyclase
EC:4.2.1.130	493	307	713	441	724	458	316	D-lactate dehydratase
EC:4.2.1.131	1354	237	965	1345	1036	2150	113	"Carotenoid 1,2-hydratase"
EC:4.2.1.132	871	587	1382	2377	45617	2064	837	"2-hydroxyhexa-2,4-dienoate hydratase"
EC:4.2.1.135	0	0	0	0	7	0	1169	"UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)"
EC:4.2.1.136	71	61	0	169	0	0	92	ADP-dependent NAD(P)H-hydrate dehydratase
EC:4.2.1.137	16	20	11	0	38	2	56	Sporulenol synthase
EC:4.2.1.140	0	0	0	0	0	0	3	Gluconate/galactonate dehydratase
EC:4.2.1.141	2062	2834	2856	2749	928	1759	44	2-dehydro-3-deoxy-D-arabinonate dehydratase
EC:4.2.1.144	0	0	0	0	6	0	0	3-amino-5-hydroxybenzoate synthase
EC:4.2.1.147	641	471	542	678	2282	1249	3736	"5,6,7,8-tetrahydromethanopterin hydro-lyase"
EC:4.2.1.148	900	1784	1787	1429	3733	2395	1211	2-methylfumaryl-CoA hydratase
EC:4.2.1.149	840	1621	1709	2930	1615	3875	405	Crotonobetainyl-CoA hydratase
EC:4.2.1.151	3694	5320	4102	4857	1801	2485	2999	Chorismate dehydratase
EC:4.2.1.153	25979	1751	4134	7183	3714	6439	1585	3-methylfumaryl-CoA hydratase
EC:4.2.1.17	135364	55506	70532	102453	147092	93352	47886	Enoyl-CoA hydratase
EC:4.2.1.18	39282	11847	15341	16893	30508	11218	12048	Methylglutaconyl-CoA hydratase
EC:4.2.1.19	52067	22178	27528	36657	47919	29046	28831	Imidazoleglycerol-phosphate dehydratase
EC:4.2.1.2	90518	33751	44375	62372	76337	46901	48314	Fumarate hydratase
EC:4.2.1.20	106974	47161	58319	75329	107708	60750	67743	Tryptophan synthase
EC:4.2.1.22	10891	11401	11535	12608	5986	9100	1493	Cystathionine beta-synthase
EC:4.2.1.24	50934	21932	27993	38211	49220	29689	27635	Porphobilinogen synthase
EC:4.2.1.25	676	496	1256	2021	866	814	428	L-arabinonate dehydratase
EC:4.2.1.28	66	53	563	1510	32	1445	21	Propanediol dehydratase
EC:4.2.1.3	84079	29029	42263	48909	101491	39625	36336	Aconitate hydratase
EC:4.2.1.30	0	132	525	1374	24	36	273	Glycerol dehydratase
EC:4.2.1.32	22	58	834	924	584	76	190	L(+)-tartrate dehydratase
EC:4.2.1.33	108435	45990	57370	81277	107764	67654	68318	3-isopropylmalate dehydratase
EC:4.2.1.35	108089	45740	56747	80842	107727	66815	68318	(R)-2-methylmalate dehydratase
EC:4.2.1.36	4	0	0	7	7	11	4	Homoaconitate hydratase
EC:4.2.1.40	3538	2291	3889	5640	4730	2887	3972	Glucarate dehydratase
EC:4.2.1.41	6390	2732	5158	7257	7518	6411	3226	5-dehydro-4-deoxyglucarate dehydratase
EC:4.2.1.42	27041	2543	4597	5083	6841	2386	3308	Galactarate dehydratase
EC:4.2.1.43	131	262	783	1432	634	370	245	2-dehydro-3-deoxy-L-arabinonate dehydratase
EC:4.2.1.44	6175	4058	4935	9358	4211	12743	902	Myo-inosose-2 dehydratase
EC:4.2.1.45	26787	2637	3534	4837	3255	3507	2784	"CDP-glucose 4,6-dehydratase"
EC:4.2.1.46	62438	30293	34470	45408	50596	33725	26589	"dTDP-glucose 4,6-dehydratase"
EC:4.2.1.47	20381	16982	16668	19094	25132	16109	10919	"GDP-mannose 4,6-dehydratase"
EC:4.2.1.49	19122	15739	18691	25340	23802	16927	6351	Urocanate hydratase
EC:4.2.1.5	1	0	20	12	34	11	0	Arabinonate dehydratase
EC:4.2.1.51	53613	23292	29028	39034	50094	30196	31174	Prephenate dehydratase
EC:4.2.1.53	3172	2501	2517	6219	1922	2819	1217	Oleate hydratase
EC:4.2.1.55	1667	1835	2403	2367	4204	3593	1647	3-hydroxybutyryl-CoA dehydratase
EC:4.2.1.56	263	229	328	626	1732	473	414	Itaconyl-CoA hydratase
EC:4.2.1.57	544	443	1036	738	2512	634	695	Isohexenylglutaconyl-CoA hydratase
EC:4.2.1.59	62023	25087	39095	48137	62024	41576	28707	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
EC:4.2.1.6	9991	4140	6036	9471	5447	14547	1229	Galactonate dehydratase
EC:4.2.1.68	5283	2163	1923	3490	1212	5117	276	L-fuconate dehydratase
EC:4.2.1.7	41411	8448	10365	19134	7223	15337	3134	Altronate dehydratase
EC:4.2.1.75	55503	29480	32533	42536	52060	32941	28185	Uroporphyrinogen-III synthase
EC:4.2.1.76	0	0	0	0	30	0	3	"UDP-glucose 4,6-dehydratase"
EC:4.2.1.77	362	144	177	407	230	539	159	Trans-L-3-hydroxyproline dehydratase
EC:4.2.1.79	26857	2837	3037	4899	13991	4357	2195	2-methylcitrate dehydratase
EC:4.2.1.8	25826	10510	13022	21804	6631	21874	1606	Mannonate dehydratase
EC:4.2.1.80	7369	3295	7577	12728	74078	11054	1562	2-oxopent-4-enoate hydratase
EC:4.2.1.83	4917	1148	2503	4880	2959	5699	1409	4-oxalmesaconate hydratase
EC:4.2.1.84	976	818	2622	2556	2954	7031	886	Nitrile hydratase
EC:4.2.1.9	97625	31387	44045	65460	63397	58067	35674	Dihydroxy-acid dehydratase
EC:4.2.1.90	3119	563	814	2077	842	4128	121	L-rhamnonate dehydratase
EC:4.2.1.91	1771	788	1595	2184	1451	1118	1915	Arogenate dehydratase
EC:4.2.1.96	47624	18007	23870	31804	43380	26651	18816	4a-hydroxytetrahydrobiopterin dehydratase
EC:4.2.1.99	28650	4285	8065	7516	34645	6604	17106	2-methylisocitrate dehydratase
EC:4.2.2.1	0	48	4	11	9	12	68	Hyaluronate lyase
EC:4.2.2.10	0	17	0	6	33	0	24	Pectin lyase
EC:4.2.2.17	0	492	0	0	0	0	0	Inulin fructotransferase (DFA-I-forming)
EC:4.2.2.2	190	493	247	289	358	136	339	Pectate lyase
EC:4.2.2.20	56	45	16	0	0	0	0	Chondroitin-sulfate-ABC endolyase
EC:4.2.2.21	56	45	16	0	0	0	0	Chondroitin-sulfate-ABC exolyase
EC:4.2.2.23	2170	562	619	1228	373	1441	56	Rhamnogalacturonan endolyase
EC:4.2.2.24	0	0	0	0	0	0	12	Rhamnogalacturonan exolyase
EC:4.2.2.3	944	760	1347	2430	2285	1764	541	Poly(beta-D-mannuronate) lyase
EC:4.2.2.5	369	245	183	153	119	976	160	Chondroitin AC lyase
EC:4.2.2.6	1636	152	345	1183	327	1021	166	Oligogalacturonide lyase
EC:4.2.2.7	89	68	83	0	0	0	0	Heparin lyase
EC:4.2.2.8	313	207	291	189	49	252	0	Heparin-sulfate lyase
EC:4.2.3.1	60884	27945	31938	42420	57887	33433	32740	Threonine synthase
EC:4.2.3.12	49863	21966	26636	29942	45068	18393	25846	6-pyruvoyltetrahydropterin synthase
EC:4.2.3.130	13	26	0	23	40	6	50	Tetraprenyl-beta-curcumene synthase
EC:4.2.3.22	5	133	71	0	79	0	168	Germacradienol synthase
EC:4.2.3.3	10875	7585	7909	12428	4011	7073	1792	Methylglyoxal synthase
EC:4.2.3.4	53919	24837	29269	39967	45369	31112	27655	3-dehydroquinate synthase
EC:4.2.3.5	53194	23075	28079	38685	49009	29634	29821	Chorismate synthase
EC:4.2.3.75	5	133	71	0	79	0	168	(-)-germacrene D synthase
EC:4.2.99.18	117108	61036	65965	90246	106791	72561	57489	DNA-(apurinic or apyrimidinic site) lyase
EC:4.2.99.20	873	1448	1431	2983	1893	512	536	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
EC:4.2.99.21	10284	5742	8388	14053	7306	11418	4298	Isochorismate lyase
EC:4.3.1.1	8424	7048	6328	6690	19391	3154	2806	Aspartate ammonia-lyase
EC:4.3.1.12	30870	8535	11968	16333	27038	16156	8143	Ornithine cyclodeaminase
EC:4.3.1.14	493	1046	335	494	686	820	475	3-aminobutyryl-CoA ammonia-lyase
EC:4.3.1.15	1486	1120	1452	3497	1812	1637	823	Diaminopropionate ammonia-lyase
EC:4.3.1.17	53488	21827	26340	38068	30818	22932	8275	L-serine ammonia-lyase
EC:4.3.1.18	26723	2419	5078	5971	15373	4399	2591	D-serine ammonia-lyase
EC:4.3.1.19	70423	34918	50631	69039	70780	54460	35924	Threonine ammonia-lyase
EC:4.3.1.2	47	41	220	639	130	157	56	Methylaspartate ammonia-lyase
EC:4.3.1.29	0	6	161	458	0	0	6	D-glucosaminate-6-phosphate ammonia lyase
EC:4.3.1.3	48135	19798	24078	31359	28360	21682	8686	Histidine ammonia-lyase
EC:4.3.1.4	1521	1951	862	3136	2656	349	781	Formimidoyltetrahydrofolate cyclodeaminase
EC:4.3.1.7	9022	4675	8006	12777	9826	8409	3812	Ethanolamine ammonia-lyase
EC:4.3.2.1	56383	24126	30089	39622	50339	31268	30588	Argininosuccinate lyase
EC:4.3.2.2	55324	24218	29968	40865	50260	30628	30899	Adenylosuccinate lyase
EC:4.3.2.3	9961	3153	5923	9184	15591	9967	2148	Ureidoglycolate lyase
EC:4.3.3.2	0	0	0	0	0	17	0	Strictosidine synthase
EC:4.3.3.6	4798	10714	5672	10375	14763	5885	12530	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
EC:4.3.3.7	127594	46042	59060	78428	82178	71813	42307	4-hydroxy-tetrahydrodipicolinate synthase
EC:4.3.99.3	4782	3337	7164	7017	23931	4878	14908	7-carboxy-7-deazaguanine synthase
EC:4.4.1.1	4896	3546	5459	7057	5002	7328	3286	Cystathionine gamma-lyase
EC:4.4.1.11	12498	8109	12033	19579	5635	11993	1665	Methionine gamma-lyase
EC:4.4.1.13	24	60	45	84	31	46	3	Cysteine-S-conjugate beta-lyase
EC:4.4.1.14	16	53	21	0	49	9	11	1-aminocyclopropane-1-carboxylate synthase
EC:4.4.1.15	1030	1111	1466	1754	2404	651	1444	D-cysteine desulfhydrase
EC:4.4.1.16	20367	19415	23744	31369	28659	26599	13069	Selenocysteine lyase
EC:4.4.1.19	7123	4632	4252	6455	1402	3146	281	Phosphosulfolactate synthase
EC:4.4.1.2	280	218	146	79	86	58	76	Homocysteine desulfhydrase
EC:4.4.1.21	2851	2553	1947	3409	1575	1047	2909	S-ribosylhomocysteine lyase
EC:4.4.1.22	383	448	937	815	1007	913	164	S-(hydroxymethyl)glutathione synthase
EC:4.4.1.24	340	390	528	1322	146	336	152	(2R)-sulfolactate sulfo-lyase
EC:4.4.1.25	1587	357	515	2029	914	1555	415	L-cysteate sulfo-lyase
EC:4.4.1.3	0	0	95	61	44	116	16	Dimethylpropiothetin dethiomethylase
EC:4.4.1.5	53484	20364	31791	39828	58949	34347	27908	Lactoylglutathione lyase
EC:4.4.1.8	54803	23788	29394	46445	28072	28286	23037	Cystathionine beta-lyase
EC:4.6.1.1	16724	18481	24214	24856	36819	29580	23059	Adenylate cyclase
EC:4.6.1.12	52735	22951	26866	37883	44514	29518	26184	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
EC:4.6.1.13	410	1098	327	70	179	173	289	Phosphatidylinositol diacylglycerol-lyase
EC:4.6.1.2	0	0	141	82	135	137	324	Guanylate cyclase
EC:4.7.1.1	2585	1328	2909	4257	4138	5417	786	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
EC:4.99.1.1	49406	20850	27840	34899	43144	28175	22995	Ferrochelatase
EC:4.99.1.2	0	0	0	0	0	34	0	Alkylmercury lyase
EC:4.99.1.3	28800	5167	5612	7767	16970	3531	14540	Sirohydrochlorin cobaltochelatase
EC:4.99.1.4	22436	15374	19325	29292	37193	26323	23119	Sirohydrochlorin ferrochelatase
EC:4.99.1.5	35	21	0	59	152	407	3	Aliphatic aldoxime dehydratase
EC:4.99.1.7	0	1	0	0	0	0	0	Phenylacetaldoxime dehydratase
EC:5.1.1.1	55739	27000	31934	45101	64796	32370	25864	Alanine racemase
EC:5.1.1.13	12443	9073	13636	20147	10473	18352	3746	Aspartate racemase
EC:5.1.1.17	2451	418	741	1336	960	2704	266	Isopenicillin-N epimerase
EC:5.1.1.18	4	112	0	0	22	10	34	Serine racemase
EC:5.1.1.3	50507	22416	26051	36280	41863	25204	22335	Glutamate racemase
EC:5.1.1.4	793	471	1163	1683	620	484	528	Proline racemase
EC:5.1.1.7	53303	23268	27906	38565	45371	29837	28429	Diaminopimelate epimerase
EC:5.1.1.8	5788	5163	5679	7239	3866	7260	787	4-hydroxyproline epimerase
EC:5.1.2.2	0	0	19	0	0	27	0	Mandelate racemase
EC:5.1.2.3	10861	7034	11803	16485	22976	15888	5229	3-hydroxybutyryl-CoA epimerase
EC:5.1.3.1	53934	24147	29097	39659	45858	30398	28112	Ribulose-phosphate 3-epimerase
EC:5.1.3.10	2226	1532	1624	2655	856	2714	173	CDP-paratose 2-epimerase
EC:5.1.3.13	52973	21837	26050	34900	45130	28736	23829	"dTDP-4-dehydrorhamnose 3,5-epimerase"
EC:5.1.3.14	40818	15217	18329	24885	43108	19173	14447	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
EC:5.1.3.15	2901	1928	4072	4515	18670	2287	11363	Glucose-6-phosphate 1-epimerase
EC:5.1.3.2	97783	43703	48597	68898	101578	58599	55362	UDP-glucose 4-epimerase
EC:5.1.3.20	33067	6110	7479	12688	13775	6828	14072	ADP-glyceromanno-heptose 6-epimerase
EC:5.1.3.22	27	83	303	737	108	12	204	L-ribulose-5-phosphate 3-epimerase
EC:5.1.3.23	319	320	294	556	271	418	184	"UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase"
EC:5.1.3.24	0	11	24	0	0	0	42	N-acetylneuraminate epimerase
EC:5.1.3.25	804	1916	734	975	542	1350	408	dTDP-L-rhamnose 4-epimerase
EC:5.1.3.29	3896	1310	2606	4359	2503	5123	838	L-fucose mutarotase
EC:5.1.3.3	35306	23738	24339	39480	17298	29843	5308	Aldose 1-epimerase
EC:5.1.3.30	3163	1272	1720	3504	2247	7440	312	D-psicose 3-epimerase
EC:5.1.3.31	3163	1272	1720	3504	2247	7440	312	D-tagatose 3-epimerase
EC:5.1.3.32	13826	12121	10702	15445	4525	14954	719	L-rhamnose mutarotase
EC:5.1.3.4	9160	7736	5957	7892	2667	4949	1508	L-ribulose-5-phosphate 4-epimerase
EC:5.1.3.5	512	338	638	1530	732	1726	212	UDP-arabinose 4-epimerase
EC:5.1.3.6	15380	7848	14183	23352	26613	20471	10148	UDP-glucuronate 4-epimerase
EC:5.1.3.7	6854	2665	3337	5434	9326	1421	780	UDP-N-acetylglucosamine 4-epimerase
EC:5.1.3.8	1243	1696	1225	701	225	1655	113	N-acylglucosamine 2-epimerase
EC:5.1.3.9	3389	2427	1882	4229	2864	2917	973	N-acylglucosamine-6-phosphate 2-epimerase
EC:5.1.99.1	22176	14327	17227	27551	15426	23030	7823	Methylmalonyl-CoA epimerase
EC:5.1.99.3	1853	2514	2629	3085	11930	3643	823	Allantoin racemase
EC:5.1.99.4	7472	4708	6336	11856	13347	11819	1424	Alpha-methylacyl-CoA racemase
EC:5.1.99.6	14488	12446	11996	15650	32775	9508	12192	NAD(P)H-hydrate epimerase
EC:5.2.1.1	1854	3204	4536	6967	6361	6615	1284	Maleate isomerase
EC:5.2.1.13	4	3	284	0	1434	6	0	Prolycopene isomerase
EC:5.2.1.2	7063	3729	9219	9012	17185	9793	3692	Maleylacetoacetate isomerase
EC:5.2.1.4	33675	9117	12224	18313	20553	14565	4170	Maleylpyruvate isomerase
EC:5.2.1.8	424826	141825	195125	266493	349426	200863	186629	Peptidylprolyl isomerase
EC:5.3.1.1	54741	25359	30204	41446	50835	32286	31201	Triose-phosphate isomerase
EC:5.3.1.12	16915	8997	11179	15811	4872	15188	1024	Glucuronate isomerase
EC:5.3.1.13	42151	13664	19287	22412	36526	17567	21413	Arabinose-5-phosphate isomerase
