	Phylum	Class
0714088844271f8104adb1155d1d6d76	p__Proteobacteria	c__Betaproteobacteria
f34124cc102c1ee3a388ce82781a27a4	p__Bacteroidetes	c__Flavobacteriia
46071fa664855990396c9de1997db51e	p__Verrucomicrobia	c__Pedosphaerae
e24864173d8cb5a651907dba6fc672c0	p__Proteobacteria	c__Alphaproteobacteria
2c110b46fdd1eb20e6853a86d2044419	p__Bacteroidetes	c__Saprospirae
baa76a3788bff18c3b0686909acb8edf	p__Actinobacteria	c__Actinobacteria
5390e7cc9193dee56abddffc214d8923	p__Actinobacteria	c__Actinobacteria
c7c1df4f968477937fddfe7f7ce342c0	p__Bacteroidetes	c__Saprospirae
8cfc2cf5d9f4ef990c83642da637549c	p__Cyanobacteria	c__ML635J_21
7ead89c780be64551c7057bb54fde633	p__Firmicutes	c__Erysipelotrichi
65f0c0f5f8a7634d97a6b1ddb5c509ce	p__Bacteroidetes	c__Saprospirae
d2c12f3c35fa6c735af5bdee802df7e7	p__Firmicutes	c__Clostridia
d91a389e1e3caf9edb7b1820ff700238	p__Proteobacteria	c__Betaproteobacteria
c3d5c34786c789944048c6beb82bf025	p__Proteobacteria	c__Alphaproteobacteria
dd7e7d523118f6bcdd9a96bb59d27b2e	p__Proteobacteria	c__Betaproteobacteria
379375b34be6f7eaccb299fcdfccce7e	p__Acidobacteria	c__Solibacteres
6e2026c524bd310ae41638104ed0d16a	p__Actinobacteria	c__Acidimicrobiia
7f91e6768a0e68baa8875e82fcad82bf	p__Gemmatimonadetes	c__Gemmatimonadetes
85df93942467679bfdbeeebb47bdcedc	p__Bacteroidetes	c__Bacteroidia
d9ec32db727729c81d493853dad1902c	p__OP11	c__
234489cfcfab84dc902458fd04e32fd8	p__Proteobacteria	c__Betaproteobacteria
5d9add379d2456ad42455b6fe74e00b0	p__Bacteroidetes	c__Saprospirae
141368609146195ebff99b5959fc24cb	p__Proteobacteria	c__Alphaproteobacteria
14fb6ff9c82eb870ad899da43ec4e29b	p__Gemmatimonadetes	c__Gemmatimonadetes
b99892027391cd2594e74e58af1ec8a6	p__Proteobacteria	c__Deltaproteobacteria
72d47b7557e66fdcc40b16b51c0f7348	p__Proteobacteria	c__Deltaproteobacteria
e1d922fead8cc1db3bffc18429053ec6	p__Cyanobacteria	c__Synechococcophycideae
7a9740961c52a9797205e0fdd991c3a9	p__Proteobacteria	c__Gammaproteobacteria
68256f31bf40f92731a682fa28b3c915	p__Proteobacteria	c__Gammaproteobacteria
e46460145f0d7c126b334d05a0c5d0c6	p__TM7	c__TM7_3
5bc67596989427a0c0ea51f6c4b2ffad	p__Bacteroidetes	c__Sphingobacteriia
d4d59fb8aaa2d8ab2b5fb40db4ea2b5c	p__Acidobacteria	c__Acidobacteria_6
40639d648fc3bb56d1163f8ab5020eb9	p__Proteobacteria	c__Betaproteobacteria
81b92cec3f97e5d564b2630eae4de92e	p__Proteobacteria	c__Deltaproteobacteria
3ef6c2b4a5ce559e448ee0be85aa8cdd	p__Actinobacteria	c__Acidimicrobiia
fafa77018a4a4d0a57f8b41faaefed30	p__Bacteroidetes	c__Cytophagia
ef09c346f1d241260b8d0147a9e77392	p__Acidobacteria	c__Acidobacteria_6
fb1ab88cf30763fcb339d145e2e39f0d	p__Proteobacteria	c__Gammaproteobacteria
dfd95aa1e4f3ebaa2035e378fd89a113	p__Bacteroidetes	c__Cytophagia
ac4fbd41ae461e0f67c6f035b91d6ff2	p__Proteobacteria	c__Betaproteobacteria
b797fcd3622a122630da6107e68330a6	p__Actinobacteria	c__Thermoleophilia
d1ab4e06c2d2dd043ad415c21ce8bc92	p__Proteobacteria	c__Deltaproteobacteria
db3299d57fc361ff1ef0aea2e50e1aff	p__Proteobacteria	c__Betaproteobacteria
0357d562a0835d6168ca898c8437821f	p__Proteobacteria	c__Gammaproteobacteria
61719aeacbda0e96f706f87808ec5173	p__Proteobacteria	c__Alphaproteobacteria
b73be5e9d12701b4ab91c762b99e2243	p__Proteobacteria	c__Betaproteobacteria
1cbe070fa3973a22ae33629a0fe427d9	p__Bacteroidetes	c__Flavobacteriia
162e1fed1cce590d09e33a90e2e37899	p__Proteobacteria	c__Alphaproteobacteria
5539c66eafa73f1637fcedd1fd5e0f43	p__Proteobacteria	c__Gammaproteobacteria
3f76bc645b88eab03d5e3a0391426a74		
7fdd95420600fe1a9e4a5a543b4c34b8	p__Bacteroidetes	c__Saprospirae
cc22a482870713a13fb940372bf06779	p__Proteobacteria	c__Deltaproteobacteria
1d78ea8a8f6657ee39970a25402b736a	p__Bacteroidetes	c__Cytophagia
4a60ba5302ca0bc410f83fc0f5e3e3a3	p__Bacteroidetes	c__Cytophagia
d7991b9b7a305a9ecf37db37e38b2e3a	p__Proteobacteria	c__Alphaproteobacteria
27cb0c35f4732fcdecf240388c7574c0	p__Bacteroidetes	c__Saprospirae
5df8b49a3f3c163a35668ae025da94a2	p__TM7	c__TM7_3
2dcb7752d48ebe9ab0b4833802d90e33	p__Chloroflexi	c__Thermomicrobia
705b4d9b28e3ee1d2c208ff0932496e3	p__Bacteroidetes	c__Saprospirae
452a887e8920385704a4b33a314f198e	p__Bacteroidetes	c__Flavobacteriia
b5cc87c2a7c644c1b8f749633c3841d1	p__Parvarchaeota	c__Parvarchaea
e6b7e5eeea5c6c6a26de2aa0aefdba0d	p__Proteobacteria	c__Gammaproteobacteria
4ad3b9b72636066c88ec4d05b5817a4d	p__Actinobacteria	c__Actinobacteria
14f2231f8bdbfb71390a59fc52e41a28	p__Crenarchaeota	c__MCG
cefa98f992f68cda79698ffb696b2c3c	p__Proteobacteria	c__Deltaproteobacteria
ea8caf036e9ec57bbf72cf2a2362c116	p__Bacteroidetes	c__Rhodothermi
01642ed6d5516af4d1846d7990dd6e58	p__Firmicutes	c__Bacilli
d31a0af304b94fb129a4ba8be9647b87	p__Proteobacteria	c__Betaproteobacteria
b6404f623999c8717446fbfdcfb76b08	p__Firmicutes	c__Bacilli
676d1151b6b1eaae96caba43ef25e68c	p__TM7	c__SC3
31928376ab586b26d62d8ac5de60d828	p__Firmicutes	c__Bacilli
9bbfe827afde779e0fac808cd8724800	p__Proteobacteria	c__Alphaproteobacteria
1ab561195084c800d6e482d81ab0e39c	p__Crenarchaeota	c__MCG
afcf0bd46684507a3da809c346d07f49	p__Proteobacteria	c__Deltaproteobacteria
32d4632d99e749f3c1d9f7c0f9c83648	p__Verrucomicrobia	c__Pedosphaerae
ba97ef2076aafdbbaa0e2da007702565	p__Proteobacteria	c__Betaproteobacteria
0a21a744cd71e6c495a27a759e6495e1	p__Acidobacteria	c__Acidobacteria_6
fea901fa0531574eb3ba0d628a518efd	p__Proteobacteria	c__Deltaproteobacteria
218f0c1395b1e4f0fccca43edc7d797f		
b6ddfa60f900c0a9831e013eaee9cea6	p__Bacteroidetes	c__Cytophagia
b96907f008b3b0d2f28fbbb399d00a4e	p__Acidobacteria	c__AT_s54
b8517c0eebd0bec72f7689d005718f51	p__Proteobacteria	c__Alphaproteobacteria
56dbc32ee1b27575f0ed86794b3cb0ac	p__Acidobacteria	c__Acidobacteria_6
d1aa46ef69ff05661c79cf67de161257	p__Elusimicrobia	c__Elusimicrobia
7ccdf727dc7391113ba084b6caaf6c6a	p__Proteobacteria	c__Gammaproteobacteria
09c6824c61164b50e4d22a90a757fc5e	p__Proteobacteria	c__Betaproteobacteria
6c52cf70f8858380c71a7fa35d5a7e0e	p__Firmicutes	c__Bacilli
f98042586351058850190b80de653d8e	p__Verrucomicrobia	c__Verrucomicrobiae
f00b56509034f264980d343e5e51ff37	p__Crenarchaeota	c__MCG
b11d959291d88d3f63b5b90f71592d77	p__Crenarchaeota	c__MCG
1bec617d871243e20b995444cbdf30b4	p__Proteobacteria	c__Gammaproteobacteria
fa3bc29ee079c1d4137bf076e08cbf1d	p__TM7	c__TM7_1
7de162023ba65edb7d33d1fbbc40df60	p__Proteobacteria	c__Betaproteobacteria
90621be1aa7472bb5531519dfe074a72	p__Crenarchaeota	c__MCG
603e36e6a327dfa4377ffb3ab7c222cc	p__OP8	c__OP8_1
9b7a966eb575d1839ed1e3c0e428ecf8	p__OP8	c__OP8_1
6b6b3acaef99ef5b86b16039eb953725	p__Firmicutes	c__Clostridia
e35ac5997364144bb26661887e1e27ad	p__Bacteroidetes	c__Saprospirae
0e784406ea9e8137af76e41125f48e7a	p__Proteobacteria	c__Gammaproteobacteria
52bc0d3a6879223f05f778f77f43d117	p__Bacteroidetes	c__Cytophagia
03d2c42d29e24ca3def621e1d38bc7ce	p__Bacteroidetes	c__Cytophagia
3816f57986ce4b05625fe47c56295626	p__Proteobacteria	c__Betaproteobacteria
4e1d22fc3447e9260e249a59a9053596	p__Proteobacteria	c__Gammaproteobacteria
faefad597c79ae08e2bc8944b8d92794	p__Bacteroidetes	c__Saprospirae
99645f70d1f353fed24847ec3cb2741b	p__Proteobacteria	c__Betaproteobacteria
12f2362f25ad32993c1648e82a84d495	p__Proteobacteria	c__Betaproteobacteria
cc825f926fc965e819f9397a6f21f68e	p__Proteobacteria	c__Betaproteobacteria
7d54838bfebfffe1a76243ac7bfdcfd4	p__Proteobacteria	c__Gammaproteobacteria
38140ef140ff1bb6db108bb14ee93a2f	p__Chloroflexi	c__Anaerolineae
916ad20745f00dd738d1da8aa133cfce	p__Firmicutes	c__Clostridia
bac6316650cd1848e3b1213f73741a73	p__Proteobacteria	c__Betaproteobacteria
271786d399110310c73250bc6f1b0b3f	p__Proteobacteria	c__Betaproteobacteria
93114dbb08ebb46da4536640af394a33	p__Proteobacteria	c__Deltaproteobacteria
e6012328129f7facac8dce578c7d8e52	p__Firmicutes	c__Clostridia
5de612217b183685a3cd6446939da34c	p__Actinobacteria	c__Actinobacteria
2fbc0c9a57eff1545fc18d509d5eddcd	p__Proteobacteria	c__Betaproteobacteria
9f6b86e8f6ed225d79b2b952622b33f6	p__OD1	c__
6dbe4ead4f506cdc3c6f691b843f18b6	p__Proteobacteria	c__Gammaproteobacteria
99b35f23a517e8b0a444e0989711b498	p__Proteobacteria	c__Deltaproteobacteria
3d6e387d848fe46905d075d5c1983dfe	p__Firmicutes	c__Clostridia
95214d4f6b938ed696f4489a5bf7c55a	p__Firmicutes	c__Clostridia
7ce33cd5bdeb1b8609507e1908643d25	p__Caldithrix	c__Caldithrixae
343c814adc423f3b0db2b2ddae11285b	p__Chloroflexi	c__Dehalococcoidetes
3b5c1e2d38995c4f561fc2b342f8de8a	p__Proteobacteria	c__Betaproteobacteria
99b00d7c73fb0583a9ebbe7c782f63e6	p__Proteobacteria	c__Betaproteobacteria
c7e7ddb55e40853c4589525acdfc42ef	p__Proteobacteria	c__Gammaproteobacteria
076ba232641cbf7097a900c2857c7635	p__Proteobacteria	c__Alphaproteobacteria
db22e7148d988b46b982cb22907fd821	p__Chloroflexi	c__Anaerolineae
248d9c021b522bc52a66afcbe952c0d0	p__Bacteroidetes	c__Bacteroidia
5e654bb13a5ad73778ee98de30dfffdb	p__Proteobacteria	c__Gammaproteobacteria
d49cd53a7e326e781cf47b12032a3e83	p__Bacteroidetes	c__Saprospirae
58a1942d7689e526689e9ae1a6576638	p__Proteobacteria	c__Gammaproteobacteria
560aa36ca85621ea43ce78d296b6c4b9	p__Proteobacteria	c__Gammaproteobacteria
c6dcae1ae688b499d2680077d2c5c5d4	p__Proteobacteria	c__Gammaproteobacteria
ce7ae45adbda698b18972d786fc3473b	p__Proteobacteria	c__Betaproteobacteria
a9c35425ef678bfe8f152da5a55cff8d	p__Firmicutes	c__Bacilli
e050981457863377e6a126f9176ade0b	p__Proteobacteria	c__Alphaproteobacteria
e67744158874b6565b5ebc39abf7b45e	p__Bacteroidetes	c__Bacteroidia
07f81ce80d7561423b08b7387c39ecff	p__Proteobacteria	c__Gammaproteobacteria
257785c5608c9fb1bafd897118d82ba5	p__Proteobacteria	c__Gammaproteobacteria
02ef80c3620bec0f5eba802bf366c8c7	p__Proteobacteria	c__Betaproteobacteria
ef63622f4bf299d7998703c28f4cfee0	p__Proteobacteria	c__Gammaproteobacteria
d2b8dcadcda0993728cb4790177aa77b	p__Firmicutes	c__Bacilli
121a29487a605dceeaf0df5b1809f841	p__Bacteroidetes	c__Cytophagia
a44c62d2608bf4f236d5509991dc8dcd	p__Bacteroidetes	c__Cytophagia
9a51578382917b88a2b5e263b8cffdbc	p__Proteobacteria	c__Gammaproteobacteria
5360390d55850d51f7242b0bc6df798c	p__Bacteroidetes	c__Cytophagia
71999cbbdfa982deddba61b7ad220dee	p__Firmicutes	c__Bacilli
4fadd4f5c1c5cc89400d356a61a2c66c	p__Bacteroidetes	c__Saprospirae
b3714012e3b07d8a0a8277f11aa09f3c	p__Bacteroidetes	c__Bacteroidia
6ec0ffe715765e7b6e9ddafe312181fa	p__Proteobacteria	c__Gammaproteobacteria
c4fa3a4ce4063da24ff88b52cf48653c	p__Proteobacteria	c__Gammaproteobacteria
17a5dbaf5b2c5a37414228998ff69a51	p__Bacteroidetes	c__Saprospirae
fe55e5d243c9535403dbd5139182d1c8	p__Bacteroidetes	c__Bacteroidia
03283eb92b70ecbc15b569c4b598aab9	p__Proteobacteria	c__Betaproteobacteria
0c0c777fb92e186195a7149612379b3c	p__Firmicutes	c__Bacilli
762678db5bfb25afc0d997cddfae1a65	p__Proteobacteria	c__Deltaproteobacteria
76086281790f024cf321059f73a3d3d0	p__Firmicutes	c__Clostridia
761030f13e705334756f313469c28c4d	p__Bacteroidetes	c__Bacteroidia
346e6d701881d433d1ea229327214cbd	p__Cyanobacteria	c__Synechococcophycideae
83cd3ae73e3c8c21c7dc4f15f3365432	p__Bacteroidetes	c__Flavobacteriia
b18d8d0e05c16553d0ce63df6a4a07e6	p__Bacteroidetes	
c27826f09e937d930c02e4e5c6ea55b0	p__Bacteroidetes	c__Bacteroidia
a31047f268712d99cb0105f50d575373	p__Acidobacteria	c__Solibacteres
cf7753655efa08416d45698a9d561647	p__Proteobacteria	c__Betaproteobacteria
aebbe1bc0dbbfc6efce0b25e4e33cc84	p__Bacteroidetes	c__Saprospirae
6f037d6a4c6161329b5c5a54251ce9b9	p__Bacteroidetes	c__Cytophagia
417b780389021d20da28a5e6fc7b3fa0	p__Planctomycetes	c__Planctomycetia
57c7dca9cad6a708f048f5d3434d38a4	p__Bacteroidetes	c__Saprospirae
e8757ca5eabf422cbcec6dd566eaa579	p__Bacteroidetes	c__Saprospirae
87026d3024ebbbea27cdadd9de973430	p__Proteobacteria	c__Deltaproteobacteria
b3ed1fd290c9f7e493bf5e4de471102f	p__Verrucomicrobia	c__Pedosphaerae
bb3021da95c597c46ad11a1de03cdcd0	p__Firmicutes	c__Clostridia
f53e431adb97b6fce6dbe881171840d1	p__Chloroflexi	c__Thermomicrobia
30b1a1377626ddc2a03e972b593834b9	p__Bacteroidetes	c__Cytophagia
828b4121d4eda685c9c421ef34893617	p__Bacteroidetes	c__Saprospirae
fe1183a5dc199cfc17d16e49e306ed41	p__Bacteroidetes	c__Saprospirae
c2477f9f87f187a65a7e4744323ba5e2	p__Proteobacteria	c__Deltaproteobacteria
57ea863230f2114f65265e64cdbf469e		
31aeb3431a4775cd6f8a76f804657aa5	p__Proteobacteria	c__Deltaproteobacteria
c89e5c1596016594f941ab4f0f0b181c	p__Firmicutes	c__Bacilli
09cb60712b03d0c1e8d060caac9ace1a	p__Acidobacteria	c__iii1_8
6f10220f400ffba8e226ff655eb2c097		
5aaa723a113aa8896771502071e14fb2	p__Chloroflexi	c__Anaerolineae
dba752a23399159fae857dca01f07540	p__Actinobacteria	c__Thermoleophilia
1dd2dd920358ba8b77a87d94334e689c	p__Gemmatimonadetes	c__Gemm_3
0948917ed1f21198d2605e24ed11d3ad	p__Proteobacteria	c__Alphaproteobacteria
dfe8c240d5910d217a79db9724687477	p__Proteobacteria	c__Betaproteobacteria
b4f56dfafbe161ae9686448f19b92364	p__Bacteroidetes	c__Bacteroidia
1c9b20de1b2c4dbf145bd632b848e80b	p__Proteobacteria	c__Gammaproteobacteria
37427daece33ea35220720f5b6b9170c		
bbc3ab336a6938afe9b154b10bd40280	p__Proteobacteria	c__Deltaproteobacteria
ce7fff7d66f7c6e2be4929d39c4b6fcb	p__Firmicutes	c__Clostridia
55c1f7f47edf003d57af4f2b2df4f801		
05ae767cc916ff62d12f6892cba370f0	p__Actinobacteria	c__Thermoleophilia
12b0e65b5f53139b615713ab160d86ba	p__Proteobacteria	c__Alphaproteobacteria
45a7dc6e051f9a30a2c1aa4bceafef9f	p__Proteobacteria	c__Alphaproteobacteria
bbc8e8002869d1a743401ae84dea741e	p__Planctomycetes	c__Planctomycetia
ebb3d373882579c44c2d72394b6a0b42	p__Bacteroidetes	c__Sphingobacteriia
4c9ef630ea90c78ffd2adbe3647a347d	p__Proteobacteria	c__Deltaproteobacteria
13487b197805aee28122e39588853523	p__Proteobacteria	c__Gammaproteobacteria
40c6ea35cea2121dc5c5598937ced020		
bc55d9620a2aa652d5ef9f3858a2dac3	p__Proteobacteria	c__Gammaproteobacteria
02b1af8725ba10a46456bf2d58bd2e83	p__Bacteroidetes	
fae851a4a226ec67d9185bf9feef4f34	p__Gemmatimonadetes	c__Gemmatimonadetes
09def914042f1fdfcd985ca7c07dcfbc	p__Bacteroidetes	c__Cytophagia
6f229d77e42f9b8ecf2971076fa9fda7	p__Gemmatimonadetes	c__Gemm_3
5cd88a23edcbd9355facc582af472524	p__Gemmatimonadetes	c__Gemm_3
20e5e7bb81d106793d39c923e9f5943d	p__Chloroflexi	c__Thermomicrobia
c2162e1f5887d9b6682a451de2e3a060	p__Bacteroidetes	c__Saprospirae
bba32d703c8a078b87d3f935600d71d7	p__Acidobacteria	c__Acidobacteria_6
8e2bf2389256167e82eb76bff677bad6	p__Firmicutes	c__Clostridia
8489138ef8646bc932391d1294b9c568	p__Bacteroidetes	c__Cytophagia
fd71bc0585d1b9918e89ab51fd91bc5b	p__Proteobacteria	c__Deltaproteobacteria
8797e05c2333bbc63896748a7e83f325		
076cff1edabcba6dec828022c5f5975a	p__Bacteroidetes	c__Cytophagia
1107455b337e557e587f1ba7812825f4	p__Proteobacteria	c__Gammaproteobacteria
558cf0b4d516dc01931a706bd8f6e0c3		
39a010547259d55b1b07500815691471	p__Proteobacteria	c__Betaproteobacteria
f8c9158d48571ff00b979bb86a7c898f	p__Bacteroidetes	c__Cytophagia
82e64f38d03cab0967f18ba857190274	p__Proteobacteria	c__Gammaproteobacteria
ef91d47b054e2ab022e3df20d7f561bb	p__Acidobacteria	c__Acidobacteria_6
c7ee100ae22611fdc979cf756e7fb055	p__TM7	c__TM7_1
a00650f3b69a37b4f7931ecbfd87878b	p__Gemmatimonadetes	c__Gemm_2
1c4b0ddfd4127d2d66ff4bd0054aa06e	p__Proteobacteria	c__Gammaproteobacteria
99928d8eebd483b98b8bf94f01a2e38e	p__Actinobacteria	c__Actinobacteria
78c4ae0204b75df3a9c3bb3ef83ba4cc	p__Actinobacteria	c__Actinobacteria
1a8e3bce33861a293876ae12a09afc21	p__Proteobacteria	c__Alphaproteobacteria
31fb65c63485951d1bbd1160416b2c0b	p__Proteobacteria	c__Alphaproteobacteria
31a2f935746f0c0be023fc585805c363	p__Verrucomicrobia	c__Verrucomicrobiae
81333d923b4b2ce3ccac7a5aa775c948	p__Proteobacteria	c__Alphaproteobacteria
13748e125e6b921c1481398ae6a7e649	p__Proteobacteria	c__Betaproteobacteria
6ca3e961daa7edd46fd971dc69f540c9	p__Planctomycetes	c__vadinHA49
868d556c803f8ec4b83d47a9a0292b57	p__Proteobacteria	c__Betaproteobacteria
3c87f6d8065dd7ca4f9176186e186f01	p__Chlamydiae	c__Chlamydiia
bcc1e5d9adec4b4c3270872ad786083b	p__Proteobacteria	c__Gammaproteobacteria
9ec46903a5293d231549a112e957d179	p__Chloroflexi	c__Dehalococcoidetes
fe88204ab91112592d1a146c66c78766	p__Proteobacteria	c__Gammaproteobacteria
e6a12a46389d54c53068a0e0ab16e906	p__Actinobacteria	c__Nitriliruptoria
0371d45ddb1e363c4f8eec27375651c5	p__Proteobacteria	c__Gammaproteobacteria
4c87f97d92dc4e8a81e515ae20f3830f	p__Firmicutes	c__Clostridia
ede7fb0d35c7a9ca5973a8bb5c33cb90	p__Proteobacteria	c__Betaproteobacteria
1d4fa47b68bc12e94502dbfb6ec70dc4	p__Proteobacteria	c__Deltaproteobacteria
bb4b84c28ff7d2f13179c4e145638106	p__Proteobacteria	c__Gammaproteobacteria
01330c76a176f9ed6086d526196a5e4a	p__Actinobacteria	c__Acidimicrobiia
1beb174c4750d1768ef5208219483e1d	p__Bacteroidetes	c__Bacteroidia
4ec954d46a629e38286424b0a05af964	p__Proteobacteria	c__Gammaproteobacteria
c61b063c257eff7d7c152a8d1bea5e70	p__Bacteroidetes	c__Bacteroidia
1049b525a0179f0b9a7300bbe1528372	p__Firmicutes	c__Clostridia
6d212c2dd9c75f7e6f8b5b8b3b2cdfa0	p__Bacteroidetes	c__Bacteroidia
e17856529c2347aeb0d91d47b0e04a2a	p__Spirochaetes	c__Spirochaetes
995e704718928176a47b4521d69a5428	p__Bacteroidetes	c__Cytophagia
5cb65a1f62f17e74bbb4cbaa4f7f6e22	p__Parvarchaeota	c__Parvarchaea
02056f1b66860cbaa70c72485fab453d	p__Proteobacteria	c__Gammaproteobacteria
9f9f1b170410de7c000aea465e62cdd7	p__Proteobacteria	c__Gammaproteobacteria
8e4d880685a1fe05fe12c2078be08cfe	p__Actinobacteria	c__Thermoleophilia
ea77ce24751cb8e2887c1dde5961bc3a	p__Proteobacteria	c__Alphaproteobacteria
518e278ee99c4346ff0aea87679c5741	p__Verrucomicrobia	c__Opitutae
8e4b35920d6bfb4e928b2c2ac504b6b2	p__Proteobacteria	c__Betaproteobacteria
ef56455e71b21b5500128a23d02126c2	p__Bacteroidetes	c__Bacteroidia
8a786501c0c0c0861849bdaf429ae6c7	p__Tenericutes	c__Mollicutes
ccc8a52e4dd7f47d76d48b6dd7247ea8	p__Proteobacteria	c__Betaproteobacteria
e7611af561643e9139a24c29d2c67421	p__Firmicutes	c__Clostridia
32339dec6b1b30989f5837d8a1967138	p__Proteobacteria	c__Alphaproteobacteria
a7ca89fea19185c977e3ba44b745a7fc	p__Proteobacteria	c__Deltaproteobacteria
6d1799ec7c8ea6206ce7ca60bba867ff	p__Firmicutes	c__Clostridia
9513ead2691eae4ff937dcf6903be5a9	p__Proteobacteria	c__Gammaproteobacteria
5a473159fddcf684a714ebf4d543f314	p__Proteobacteria	c__Deltaproteobacteria
eb3438b1809e1de8262c486dee0e9290	p__Euryarchaeota	c__Thermoplasmata
540f7e942d213131f2cf09e9efbcc433	p__Proteobacteria	c__Betaproteobacteria
f3e2c3a6d3bfd4da89fef496b3d7187d	p__Chloroflexi	c__Dehalococcoidetes
e635aebfc1712ba7ac2f760446976bb1	p__Proteobacteria	c__Deltaproteobacteria
ec82d735f281fb55969146bdb7ab2d64	p__	c__
ec4fd4790d2e0e0cc2e27196a1bfed7d	p__Crenarchaeota	c__MCG
007fc31d170bc7dd2a9c00b0e6a542cf	p__Proteobacteria	c__Epsilonproteobacteria
daec98bace14631609667beff05efb31	p__Bacteroidetes	c__Bacteroidia
6c63776c14de098089c964e079120a7b	p__Bacteroidetes	c__Bacteroidia
eea3e92c7fb78a86cd108bc418b4f86a	p__Chloroflexi	c__Anaerolineae
9f37c57563b6f4fab424b7c5e6592d41	p__OD1	c__ZB2
27b4d392e866b27cfe2a0c6d3bdc6eb4	p__OP8	c__OP8_1
a0d7374e996db03ac0f400007c3de2c2	p__OD1	c__
2ff5d008bcad7c5b689f34f15d617c4c	p__OP8	c__OP8_1
83dffd91502b4f7ce902272ab5a7724d	p__Proteobacteria	c__Betaproteobacteria
c0b3e150f96919275651d933318dcff8	p__Spirochaetes	c__Brachyspirae
8c10c6d98649fa256d416faf67af97bc	p__WS3	c__PRR_12
8dccc1fb92f2dd23f3ac6e5663ab98ad	p__Actinobacteria	c__Coriobacteriia
5e6d63d414d27f0736287e9f53f28ed3		
65ab6f15753e219eba9555ced22da46f	p__Bacteroidetes	c__Flavobacteriia
fd63e786dbcd8445976a6f3b91bf7f79	p__Crenarchaeota	c__MCG
a1ed11d22f94256986f2ef03193c0884	p__Proteobacteria	c__Deltaproteobacteria
a8158c9ad02c8f5d8d77d2602d0f6cbf	p__Verrucomicrobia	c__Verrucomicrobiae
7d7fd524fc3de3af299c8dd005614a19	p__Proteobacteria	c__Gammaproteobacteria
a7db0cc0d7194f530f7277d74ee9653b	p__Chloroflexi	c__Anaerolineae
47d828c2ce4e1913bd40644983f65d7e	p__Planctomycetes	c__Phycisphaerae
00b25bdbdebf53567ffd0b846b04bc90	p__Proteobacteria	c__Gammaproteobacteria
7e730c9412d095d45fe1d5c697259a90	p__Verrucomicrobia	c__Opitutae
81328664c2e00b8b56be0faa3ee42012	p__Euryarchaeota	c__DSEG
1d752a10bc77cf15200eefef7dc0331b	p__Proteobacteria	c__Deltaproteobacteria
0efef18db1499e3400f65d30c3724700	p__Euryarchaeota	c__Methanomicrobia
13c037fb4d5f8d1f74baf5ec174a41c7	p__Bacteroidetes	c__Saprospirae
33f6f46ba9e64a80dc1bb3c7d2f92376	p__Proteobacteria	c__Deltaproteobacteria
643945b045e8c9d9c4247355ac9a01c3	p__Acidobacteria	c__iii1_8
bf787bcbecccae960740155f3bb1ec85	p__Spirochaetes	c__Leptospirae
0d74ded86e5dcea812789fdf2ae47651	p__Proteobacteria	c__TA18
a3553617cfac5dc57752354787a13654	p__	c__
dfd2b22e5622d7e0a75bfb5881c1523e	p__Bacteroidetes	c__Bacteroidia
68104aa5ce2794b4f3171599c030f1f4	p__WPS_2	c__
403c5738daa825979a831ade49a1be10	p__Firmicutes	c__Bacilli
f9819cef43a5fd69775fada0fb8e721b	p__Chloroflexi	c__Anaerolineae
eb4654dabc6e1b2376c16435f5f6a914	p__Proteobacteria	c__Deltaproteobacteria
4c7d93648bec763af5dd2342676b9282	p__Bacteroidetes	c__Cytophagia
85fbcedfdbc0dfe8ed6fdeaefccb2573	p__Bacteroidetes	c__Cytophagia
76e0a92e6e3b78f537a8e6f82b06dbaa	p__Proteobacteria	c__Deltaproteobacteria
fb568ee02928ad4b8375993e6ab01560	p__Bacteroidetes	c__Bacteroidia
173dbf80262357b2eff1baa4aeb4261c	p__Proteobacteria	c__Gammaproteobacteria
cf689805144cd8afa0501fd745f087c6	p__Proteobacteria	c__Deltaproteobacteria
db88c82cf6226ff281f89a207a1df93c	p__Actinobacteria	c__Actinobacteria
7028da96573a678fe095b95f8ee4ba30	p__Firmicutes	c__Erysipelotrichi
6cd2176ec56a68ce2edf1a59d37c6fbc	p__Acidobacteria	c__Chloracidobacteria
8e147434875ffed3e6f4e00b9be204c2	p__Firmicutes	c__Bacilli
4daf6f6a8c6f5a76bedad9af8f08f580	p__Proteobacteria	c__Betaproteobacteria
2270cf0c66ba56063e861ea3a622d610	p__Firmicutes	c__Clostridia
8cbbec49beb0672940729d309b949c49	p__Bacteroidetes	c__Cytophagia
b094ea384b9d5067fab5eff72f368f75	p__Firmicutes	c__Clostridia
02375418f9c9f0eba1253e9251f5547f	p__Bacteroidetes	c__Sphingobacteriia
2e33af3d1608cb5db44214141ce0135b	p__OD1	c__SM2F11
c48f02db9ccff8900feeab7876b65669	p__Proteobacteria	c__Betaproteobacteria
75936d6df260a500954b356117e36749	p__Proteobacteria	c__Betaproteobacteria
c6cd2a60d2e210cc2b7e33fc0792fa8a	p__Bacteroidetes	c__Flavobacteriia
63774768626e89a792194b3621c1b669	p__Bacteroidetes	c__Cytophagia
32531c342bf5ec6d23d178dc52f5caa6	p__Chloroflexi	c__Anaerolineae
f89e813326b92937f550e6a7285fe8ed	p__BRC1	c__PRR_11
